Iteration,Cost,Temperature,Sequence
40,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
41,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
42,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
43,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
44,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
45,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
46,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
47,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
48,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
49,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
50,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
51,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
52,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
53,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
54,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
55,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
56,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
57,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
58,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
59,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
60,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
61,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
62,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
63,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
64,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
65,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
66,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
67,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
68,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
69,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
70,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
71,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
72,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
73,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
74,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
75,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
76,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
77,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
78,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
79,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
80,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
81,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
82,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
83,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
84,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
85,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
86,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
87,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
88,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
89,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
90,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
91,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
92,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
93,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
94,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
95,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
96,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
97,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
98,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
99,207,-4,60517,15 7 5 14 2 17 9 4 3 16 13 11 12 8 1 6 10
