Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
0,-604,9895,0,-19940,21,0,-604,9895,0
1,-644,621,0,-12353,36,0,-604,9895,0
2,-702,4105,0,-9060,121,0,-604,9895,0
3,-290,3579,0,-4016,085,0,-290,3579,0
4,-290,3579,0,-1179,766,0,-290,3579,0
5,-61,88421,0,-1441,847,0,-61,88421,0
6,-60,98948,0,-2402,9,0,-60,98948,0
7,-60,98948,0,-3967,673,0,-60,98948,0
8,-60,72631,0,-453,5105,0,-60,72631,0
9,-60,72631,0,-756,7631,0,-60,72631,0
10,-60,72631,0,-756,7631,0,-60,72631,0

